PROFILE_ID,ID,ON_TIME,OFF_TIME,HRS,STATUS
-1,PAC002,15:48,15:49,0.0166666666666666,DONE
-1,PAC002,15:49,15:58,0.15,DONE
-1,PAC002,15:58,16:01,0.05,DONE
-1,PAC003,15:59,16:00,0.0166666666666667,DONE
-1,PAC003,16:0,16:03,0.05,DONE
-1,PAC002,16:1,16:07,0.1,DONE
-1,PAC003,16:3,16:10,0.1166666666666666,DONE
-1,PAC002,16:7,16:11,0.0666666666666666,DONE
-1,PAC003,16:10,00:00,0.0,ONGOING
-1,PAC002,16:11,16:11,0.0,DONE
-1,PAC002,16:11,16:12,0.0166666666666666,DONE
-1,PAC002,16:12,16:13,0.0166666666666666,DONE
-1,PAC002,16:13,16:16,0.05,DONE
-1,PAC002,16:16,16:16,0.0,DONE
-1,PAC002,16:16,16:16,0.0,DONE
-1,PAC002,16:16,16:18,0.0333333333333333,DONE
-1,PAC002,16:18,16:19,0.0166666666666666,DONE
-1,PAC002,16:19,16:19,0.0,DONE
-1,PAC002,16:19,00:00,0,ONGOING
